level_0,index,Area_Type,State Name,District Name,Water_Body_Type,Water_body_in_use,Reason_for_Water_Body_Use,Water_Body_Nature,construcion_year,construction_cost,Renovation_Year,renovation_cost,Repair_Renovation_Status,Original_Storage_Capacity,Present_Storage_Capacity,filled_up_storage_name,filled_up_storage_space_name,no_people_benefited_by_water_body,reason_water_body_in_use_name2,storage_capacity_change,population_density_benefited
2862,2862,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,900,540,Nil/Negligible filled up,Never filled up,12.0,,-360,1.1251010766788274
2863,2863,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1920,100,Full,Filled up every year,1.0,,-1820,1.1251010766788274
2864,2864,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,12000,11200,Full,Filled up every year,5.0,,-800,1.1251010766788274
2865,2865,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,700,500,Full,Filled up every year,3.0,,-200,1.1251010766788274
2866,2866,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3325,210,Full,Filled up every year,11.0,,-3115,1.1251010766788274
2867,2867,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7125,2850,Full,Filled up every year,4.0,,-4275,1.1251010766788274
2868,2868,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,5225,1045,Full,Filled up every year,4.0,,-4180,1.1251010766788274
2869,2869,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,6000,3600,Full,Filled up every year,5.0,,-2400,1.1251010766788274
2870,2870,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7425,371,Full,Filled up every year,100.0,,-7054,1.1251010766788274
2871,2871,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,14700,1200,Full,Filled up every year,20.0,,-13500,1.1251010766788274
2872,2872,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,80000.0,,,0,673,520,Upto 1/2,Rarely filled up,1.0,,-153,1.1251010766788274
2873,2873,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2013.0,80000.0,,,0,600,486,Upto 1/4,Rarely filled up,2.0,,-114,1.1251010766788274
2874,2874,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2250,1500,Upto 3/4,Filled up every year,20.0,,-750,1.1251010766788274
2875,2875,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,16800,11200,Full,Filled up every year,20.0,,-5600,1.1251010766788274
2876,2876,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1122,112,Nil/Negligible filled up,Never filled up,20.0,,-1010,1.1251010766788274
2877,2877,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4048,2024,Full,Filled up every year,15.0,,-2024,1.1251010766788274
2878,2878,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1500,800,Full,Filled up every year,21.0,,-700,1.1251010766788274
2879,2879,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,9900,4950,Full,Filled up every year,21.0,,-4950,1.1251010766788274
2880,2880,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3375,2250,Full,Filled up every year,20.0,,-1125,1.1251010766788274
2881,2881,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4050,2030,Full,Filled up every year,15.0,,-2020,1.1251010766788274
2882,2882,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2020.0,70000.0,,,0,1080,1080,Upto 1/2,Rarely filled up,2.0,,0,1.1251010766788274
2883,2883,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1420,806,Upto 1/2,Rarely filled up,2.0,,-614,1.1251010766788274
2884,2884,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2016.0,80000.0,,,0,4520,3510,Nil/Negligible filled up,Rarely filled up,4.0,,-1010,1.1251010766788274
2885,2885,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,80000.0,,,0,4664,2436,Upto 1/4,Rarely filled up,2.0,,-2228,1.1251010766788274
2886,2886,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2013.0,80000.0,,,0,4222,1248,Upto 1/4,Rarely filled up,2.0,,-2974,1.1251010766788274
2887,2887,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2013.0,80000.0,,,0,4222,1248,Nil/Negligible filled up,Rarely filled up,1.0,,-2974,1.1251010766788274
2888,2888,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,80000.0,,,0,3478,2500,Upto 1/2,Rarely filled up,1.0,,-978,1.1251010766788274
2889,2889,Rural,UTTARAKHAND,DEHRADUN,Tank,1,Irrigation,Man-made,2017.0,200000.0,,,0,50,30,Full,Filled up every year,5.0,,-20,1.1251010766788274
2890,2890,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,100000.0,,,0,3400,3200,Upto 1/4,Rarely filled up,4.0,,-200,1.1251010766788274
2891,2891,Rural,UTTARAKHAND,DEHRADUN,Tank,1,Irrigation,Man-made,2018.0,200000.0,,,0,50,40,Full,Filled up every year,8.0,,-10,1.1251010766788274
2892,2892,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,3600,2100,Upto 1/4,Rarely filled up,3.0,,-1500,1.1251010766788274
2893,2893,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,90000.0,,,0,7410,6400,Upto 1/2,Rarely filled up,4.0,,-1010,1.1251010766788274
2894,2894,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,90000.0,,,0,30150,25620,Upto 1/4,Rarely filled up,4.0,,-4530,1.1251010766788274
2895,2895,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,2960,2400,Upto 1/2,Rarely filled up,4.0,,-560,1.1251010766788274
2896,2896,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Pisciculture,Man-made,1997.0,2000000.0,2017.0,500000.0,0,3760,3760,Full,Filled up every year,2.0,,0,0.00752
2897,2897,Rural,UTTARAKHAND,CHAMOLI,Lakes,1,Religious,Natural,,,,,0,160000,120000,Upto 3/4,Usually filled up,215.0,Ground water recharge,-40000,1.1251010766788274
2898,2898,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Ground water recharge,Natural,,,,,0,6000,4000,Upto 3/4,Usually filled up,23.0,,-2000,1.1251010766788274
2899,2899,Rural,UTTARAKHAND,CHAMOLI,Ponds,0,other,Natural,,,,,0,45000,100,Upto 1/2,Rarely filled up,3.0,,-44900,1.1251010766788274
2900,2900,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2018.0,495000.0,,,0,74,74,Upto 1/2,Rarely filled up,8.0,,0,1.1251010766788274
2901,2901,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2017.0,100000.0,,,0,200,180,Full,Filled up every year,5.0,Recreation,-20,1.1251010766788274
2902,2902,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Religious,Natural,,,,,0,8400,4200,Upto 1/2,Rarely filled up,100.0,Ground water recharge,-4200,1.1251010766788274
2903,2903,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2015.0,24000.0,,,0,79,79,Upto 3/4,Usually filled up,7.0,Ground water recharge,0,1.1251010766788274
2904,2904,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2017.0,85000.0,,,0,86,86,Nil/Negligible filled up,Rarely filled up,6.0,,0,1.1251010766788274
2905,2905,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2017.0,250000.0,,,0,56,56,Full,Filled up every year,5.0,Irrigation,0,1.1251010766788274
2906,2906,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2014.0,340000.0,,,0,56,56,Upto 1/4,Rarely filled up,6.0,,0,1.1251010766788274
2907,2907,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,80000.0,,,0,3357,1326,Nil/Negligible filled up,Never filled up,3.0,,-2031,1.1251010766788274
2908,2908,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,70000.0,,,0,970,607,Upto 1/2,Rarely filled up,4.0,,-363,1.1251010766788274
2909,2909,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2016.0,700000.0,,,0,5230,3936,Upto 1/2,Rarely filled up,2.0,,-1294,1.1251010766788274
2910,2910,Rural,UTTARAKHAND,PAURI,Tank,1,Pisciculture,Man-made,2018.0,100000.0,,,0,40,40,Upto 1/2,Usually filled up,4.0,,0,1.1251010766788274
2911,2911,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,15374,15374,Nil/Negligible filled up,Rarely filled up,1.0,,0,1.1251010766788274
2912,2912,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Reservoirs,1,Irrigation,Man-made,1962.0,18000000.0,,,0,59820000,59820000,Upto 1/2,Usually filled up,12000.0,,0,1.1251010766788274
2913,2913,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2010.0,50000.0,,,0,90,90,Full,Filled up every year,5.0,,0,1.1251010766788274
2914,2914,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2016.0,90000.0,,,0,4822,2832,Upto 1/4,Rarely filled up,4.0,,-1990,1.1251010766788274
2915,2915,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3975,1240,Full,Filled up every year,10.0,,-2735,1.1251010766788274
2916,2916,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3885,3108,Full,Filled up every year,15.0,,-777,1.1251010766788274
2917,2917,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2000.0,50000.0,2012.0,5000.0,0,3600,2700,Upto 3/4,Filled up every year,15.0,Ground water recharge,-900,0.54
2918,2918,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2000.0,50000.0,2012.0,5000.0,0,3600,2700,Upto 3/4,Filled up every year,12.0,Ground water recharge,-900,0.54
2919,2919,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2002.0,50000.0,2012.0,5000.0,0,3780,2800,Upto 3/4,Filled up every year,15.0,Ground water recharge,-980,0.56
2920,2920,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2002.0,60000.0,2012.0,5000.0,0,4050,3025,Upto 3/4,Filled up every year,12.0,Ground water recharge,-1025,0.605
2921,2921,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Natural,,,,,0,3800,2000,Upto 1/2,Filled up every year,10.0,Ground water recharge,-1800,1.1251010766788274
2922,2922,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,1200,200,Nil/Negligible filled up,Rarely filled up,3.0,,-1000,1.1251010766788274
2923,2923,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,2792,2200,Upto 3/4,Filled up every year,20.0,Other,-592,1.1251010766788274
2924,2924,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,180,118,Upto 1/4,Filled up every year,25.0,,-62,1.1251010766788274
2925,2925,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,2200,1000,Upto 1/2,Filled up every year,50.0,,-1200,1.1251010766788274
2926,2926,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,5000,2000,Upto 1/2,Filled up every year,35.0,Other,-3000,1.1251010766788274
2927,2927,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,11500,5800,Upto 3/4,Filled up every year,25.0,Other,-5700,1.1251010766788274
2928,2928,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,14000,11000,Upto 3/4,Filled up every year,20.0,,-3000,1.1251010766788274
2929,2929,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,32000,15000,Upto 1/4,Filled up every year,25.0,Other,-17000,1.1251010766788274
2930,2930,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,13000,8000,Upto 3/4,Filled up every year,10.0,Other,-5000,1.1251010766788274
2931,2931,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,5300,1100,Upto 3/4,Filled up every year,20.0,Other,-4200,1.1251010766788274
2932,2932,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,600,180,Full,Filled up every year,2.0,,-420,1.1251010766788274
2933,2933,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3479,1536,Upto 3/4,Usually filled up,10.0,,-1943,1.1251010766788274
2934,2934,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,43000,12000,Upto 3/4,Usually filled up,20.0,,-31000,1.1251010766788274
2935,2935,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,41800,38000,Full,Filled up every year,20.0,,-3800,1.1251010766788274
2936,2936,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,39900,38000,Full,Filled up every year,25.0,,-1900,1.1251010766788274
2937,2937,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,18000,500,Upto 1/2,Rarely filled up,10.0,,-17500,1.1251010766788274
2938,2938,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,33000,15000,Upto 3/4,Usually filled up,15.0,,-18000,1.1251010766788274
2939,2939,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,19900,9800,Full,Filled up every year,5.0,,-10100,1.1251010766788274
2940,2940,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,19900,19000,Full,Filled up every year,8.0,,-900,1.1251010766788274
2941,2941,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,31000,28000,Full,Filled up every year,25.0,,-3000,1.1251010766788274
2942,2942,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,17550,16000,Full,Filled up every year,20.0,,-1550,1.1251010766788274
2943,2943,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,110000,75400,Upto 3/4,Usually filled up,8.0,,-34600,1.1251010766788274
2944,2944,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7000,3500,Upto 3/4,Usually filled up,4.0,,-3500,1.1251010766788274
2945,2945,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,11250,6000,Full,Filled up every year,4.0,,-5250,1.1251010766788274
2946,2946,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,9000,4500,Upto 3/4,Filled up every year,3.0,,-4500,1.1251010766788274
2947,2947,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,9562,5737,Full,Filled up every year,2.0,,-3825,1.1251010766788274
2948,2948,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Pisciculture,Natural,,,,,0,6187,3093,Upto 3/4,Usually filled up,3.0,Ground water recharge,-3094,1.1251010766788274
2949,2949,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4488,2200,Upto 3/4,Usually filled up,3.0,,-2288,1.1251010766788274
2950,2950,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2016.0,70000.0,,,0,4230,3670,Upto 1/2,Rarely filled up,2.0,,-560,1.1251010766788274
2951,2951,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,6187,5460,Upto 1/2,Usually filled up,2.0,,-727,1.1251010766788274
2952,2952,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2016.0,100000.0,,,0,2700,1350,Upto 1/2,Usually filled up,1.0,,-1350,1.1251010766788274
2953,2953,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,2875,875,Full,Filled up every year,3.0,,-2000,1.1251010766788274
2954,2954,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,4344,1344,Full,Usually filled up,1.0,,-3000,1.1251010766788274
2955,2955,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2013.0,90000.0,,,0,4584,1584,Upto 1/2,Rarely filled up,2.0,,-3000,1.1251010766788274
2956,2956,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2014.0,80000.0,,,0,3735,3240,Upto 1/2,Rarely filled up,4.0,,-495,1.1251010766788274
2957,2957,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2015.0,90000.0,,,0,2725,1725,Upto 1/2,Usually filled up,4.0,,-1000,1.1251010766788274
2958,2958,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Religious,Natural,,,,,0,7000,4000,Upto 3/4,Usually filled up,12.0,Ground water recharge,-3000,1.1251010766788274
2959,2959,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Religious,Natural,,,,,0,1500,1000,Upto 3/4,Usually filled up,205.0,Ground water recharge,-500,1.1251010766788274
2960,2960,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Religious,Natural,,,,,0,3600,1800,Upto 1/2,Usually filled up,250.0,Ground water recharge,-1800,1.1251010766788274
2961,2961,Rural,UTTARAKHAND,CHAMOLI,Lakes,1,Religious,Natural,,,,,0,25200,20600,Upto 3/4,Usually filled up,84.0,Ground water recharge,-4600,1.1251010766788274
2962,2962,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Pisciculture,Man-made,2014.0,200000.0,,,0,240,240,Full,Filled up every year,3.0,Ground water recharge,0,1.1251010766788274
2963,2963,Rural,UTTARAKHAND,CHAMOLI,Ponds,1,Pisciculture,Man-made,2013.0,200000.0,,,0,900,900,Full,Filled up every year,3.0,Ground water recharge,0,1.1251010766788274
2964,2964,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2000.0,20000.0,2010.0,2000.0,0,1452,1000,Upto 3/4,Filled up every year,12.0,Ground water recharge,-452,0.5
2965,2965,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,649,429,Upto 1/2,Usually filled up,4.0,,-220,1.1251010766788274
2966,2966,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,894,447,Upto 1/2,Usually filled up,1.0,,-447,1.1251010766788274
2967,2967,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,10830,3610,Upto 1/2,Usually filled up,1.0,,-7220,1.1251010766788274
2968,2968,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,10752,8950,Upto 3/4,Usually filled up,10.0,,-1802,1.1251010766788274
2969,2969,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,7656,3828,Upto 1/2,Usually filled up,4.0,,-3828,1.1251010766788274
2970,2970,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,6057,2019,Upto 1/2,Usually filled up,3.0,,-4038,1.1251010766788274
2971,2971,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,2903,1451,Upto 1/2,Usually filled up,1.0,,-1452,1.1251010766788274
2972,2972,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,616,411,Upto 1/2,Usually filled up,2.0,,-205,1.1251010766788274
2973,2973,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,948,474,Upto 1/2,Usually filled up,4.0,,-474,1.1251010766788274
2974,2974,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,528,352,Upto 1/2,Usually filled up,2.0,,-176,1.1251010766788274
2975,2975,Urban,UTTARAKHAND,PAURI,Ponds,1,Recreation,Natural,,,,,0,150,80,Upto 1/2,Usually filled up,12.0,Ground water recharge,-70,1.1251010766788274
2976,2976,Urban,UTTARAKHAND,PAURI,Ponds,1,Recreation,Natural,,,,,0,150,100,Upto 1/2,Usually filled up,10.0,Ground water recharge,-50,1.1251010766788274
2977,2977,Urban,UTTARAKHAND,PAURI,Ponds,1,Recreation,Natural,,,,,0,200,120,Upto 1/2,Usually filled up,7.0,Ground water recharge,-80,1.1251010766788274
2978,2978,Urban,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,17600,15400,Full,Filled up every year,100.0,,-2200,1.1251010766788274
2979,2979,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,5907,2367,Upto 1/2,Usually filled up,2.0,,-3540,1.1251010766788274
2980,2980,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,28485,9495,Upto 1/2,Usually filled up,4.0,,-18990,1.1251010766788274
2981,2981,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2015.0,50000.0,,,0,40,20,Upto 3/4,Usually filled up,12.0,Ground water recharge,-20,1.1251010766788274
2982,2982,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2015.0,60000.0,,,0,40,25,Upto 3/4,Rarely filled up,1.0,Ground water recharge,-15,1.1251010766788274
2983,2983,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2016.0,50000.0,,,0,40,20,Upto 3/4,Rarely filled up,1.0,Ground water recharge,-20,1.1251010766788274
2984,2984,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2016.0,60000.0,,,0,50,30,Upto 3/4,Rarely filled up,1.0,Ground water recharge,-20,1.1251010766788274
2985,2985,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,19800,9900,Full,Filled up every year,25.0,,-9900,1.1251010766788274
2986,2986,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4200,2400,Full,Filled up every year,25.0,,-1800,1.1251010766788274
2987,2987,Rural,UTTARAKHAND,PAURI,Ponds,1,Pisciculture,Man-made,2015.0,300000.0,,,0,1050,1050,Full,Usually filled up,8.0,,0,1.1251010766788274
2988,2988,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,8528,4264,Full,Filled up every year,25.0,,-4264,1.1251010766788274
2989,2989,Rural,UTTARAKHAND,PAURI,Tank,1,Pisciculture,Man-made,2017.0,40000.0,,,0,150,150,Full,Usually filled up,8.0,,0,1.1251010766788274
2990,2990,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3000,2000,Full,Filled up every year,25.0,,-1000,1.1251010766788274
2991,2991,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1100,900,Full,Filled up every year,22.0,,-200,1.1251010766788274
2992,2992,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2400,1200,Full,Filled up every year,25.0,,-1200,1.1251010766788274
2993,2993,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2800,1400,Full,Filled up every year,45.0,,-1400,1.1251010766788274
2994,2994,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1600,800,Upto 1/2,Usually filled up,25.0,,-800,1.1251010766788274
2995,2995,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,1980,1630,Upto 1/4,Rarely filled up,3.0,,-350,1.1251010766788274
2996,2996,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,7250,5760,Upto 1/4,Rarely filled up,3.0,,-1490,1.1251010766788274
2997,2997,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2009.0,70000.0,,,0,12560,9585,Upto 1/2,Rarely filled up,4.0,,-2975,1.1251010766788274
2998,2998,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,2230,2025,Upto 1/4,Rarely filled up,1.0,,-205,1.1251010766788274
2999,2999,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,65230,57974,Full,Rarely filled up,1.0,,-7256,1.1251010766788274
3000,3000,Urban,UTTARAKHAND,DEHRADUN,Lakes,1,Pisciculture,Natural,,,2017.0,300000.0,0,100000,5000,Upto 3/4,Filled up every year,200.0,Ground water recharge,-95000,0.016666667
3001,3001,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,1950,1408,Upto 1/2,Rarely filled up,4.0,,-542,1.1251010766788274
3002,3002,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1050,840,Full,Filled up every year,25.0,,-210,1.1251010766788274
3003,3003,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7735,6188,Full,Filled up every year,52.0,,-1547,1.1251010766788274
3004,3004,Rural,UTTARAKHAND,TEHRI,Tank,0,other,Man-made,2017.0,250000.0,,,0,91,82,Full,Rarely filled up,4.0,,-9,1.1251010766788274
3005,3005,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Rarely filled up,15.0,Ground water recharge,-2,1.1251010766788274
3006,3006,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,15.0,Ground water recharge,-2,1.1251010766788274
